clean,corrupted,correct_idx,template_label
The effect lasted from the year 1243 to the year 12,The effect lasted from the year 1201 to the year 12,43,4
The progress lasted from the year 1771 to the year 17,The progress lasted from the year 1701 to the year 17,71,7
The impact lasted from the year 1674 to the year 16,The impact lasted from the year 1601 to the year 16,74,7
The marriage lasted from the year 1372 to the year 13,The marriage lasted from the year 1301 to the year 13,72,7
The test lasted from the year 1311 to the year 13,The test lasted from the year 1301 to the year 13,11,1
The plan lasted from the year 1552 to the year 15,The plan lasted from the year 1501 to the year 15,52,5
The study lasted from the year 1326 to the year 13,The study lasted from the year 1301 to the year 13,26,2
The growth lasted from the year 1548 to the year 15,The growth lasted from the year 1501 to the year 15,48,4
The fall lasted from the year 1292 to the year 12,The fall lasted from the year 1201 to the year 12,92,9
The existence lasted from the year 1497 to the year 14,The existence lasted from the year 1401 to the year 14,97,9
The employment lasted from the year 1561 to the year 15,The employment lasted from the year 1501 to the year 15,61,6
The work lasted from the year 1595 to the year 15,The work lasted from the year 1501 to the year 15,95,9
The growth lasted from the year 1423 to the year 14,The growth lasted from the year 1401 to the year 14,23,2
The rise lasted from the year 1224 to the year 12,The rise lasted from the year 1201 to the year 12,24,2
The contract lasted from the year 1411 to the year 14,The contract lasted from the year 1401 to the year 14,11,1
The test lasted from the year 1381 to the year 13,The test lasted from the year 1301 to the year 13,81,8
The attack lasted from the year 1520 to the year 15,The attack lasted from the year 1501 to the year 15,20,2
The impact lasted from the year 1329 to the year 13,The impact lasted from the year 1301 to the year 13,29,2
The contract lasted from the year 1347 to the year 13,The contract lasted from the year 1301 to the year 13,47,4
The practice lasted from the year 1655 to the year 16,The practice lasted from the year 1601 to the year 16,55,5
The process lasted from the year 1355 to the year 13,The process lasted from the year 1301 to the year 13,55,5
The program lasted from the year 1720 to the year 17,The program lasted from the year 1701 to the year 17,20,2
The plan lasted from the year 1342 to the year 13,The plan lasted from the year 1301 to the year 13,42,4
The riot lasted from the year 1473 to the year 14,The riot lasted from the year 1401 to the year 14,73,7
The operation lasted from the year 1538 to the year 15,The operation lasted from the year 1501 to the year 15,38,3
The process lasted from the year 1727 to the year 17,The process lasted from the year 1701 to the year 17,27,2
The plan lasted from the year 1772 to the year 17,The plan lasted from the year 1701 to the year 17,72,7
The testing lasted from the year 1433 to the year 14,The testing lasted from the year 1401 to the year 14,33,3
The practice lasted from the year 1721 to the year 17,The practice lasted from the year 1701 to the year 17,21,2
The process lasted from the year 1689 to the year 16,The process lasted from the year 1601 to the year 16,89,8
The case lasted from the year 1760 to the year 17,The case lasted from the year 1701 to the year 17,60,6
The campaign lasted from the year 1552 to the year 15,The campaign lasted from the year 1501 to the year 15,52,5
The existence lasted from the year 1551 to the year 15,The existence lasted from the year 1501 to the year 15,51,5
The shift lasted from the year 1405 to the year 14,The shift lasted from the year 1401 to the year 14,5,0
The trip lasted from the year 1132 to the year 11,The trip lasted from the year 1101 to the year 11,32,3
The shift lasted from the year 1777 to the year 17,The shift lasted from the year 1701 to the year 17,77,7
The program lasted from the year 1409 to the year 14,The program lasted from the year 1401 to the year 14,9,0
The shift lasted from the year 1564 to the year 15,The shift lasted from the year 1501 to the year 15,64,6
The impact lasted from the year 1561 to the year 15,The impact lasted from the year 1501 to the year 15,61,6
The development lasted from the year 1752 to the year 17,The development lasted from the year 1701 to the year 17,52,5
The trip lasted from the year 1347 to the year 13,The trip lasted from the year 1301 to the year 13,47,4
The riot lasted from the year 1665 to the year 16,The riot lasted from the year 1601 to the year 16,65,6
The work lasted from the year 1510 to the year 15,The work lasted from the year 1501 to the year 15,10,1
The shift lasted from the year 1254 to the year 12,The shift lasted from the year 1201 to the year 12,54,5
The rule lasted from the year 1171 to the year 11,The rule lasted from the year 1101 to the year 11,71,7
The impact lasted from the year 1591 to the year 15,The impact lasted from the year 1501 to the year 15,91,9
The progress lasted from the year 1572 to the year 15,The progress lasted from the year 1501 to the year 15,72,7
The work lasted from the year 1536 to the year 15,The work lasted from the year 1501 to the year 15,36,3
The attack lasted from the year 1753 to the year 17,The attack lasted from the year 1701 to the year 17,53,5
The practice lasted from the year 1521 to the year 15,The practice lasted from the year 1501 to the year 15,21,2
The campaign lasted from the year 1390 to the year 13,The campaign lasted from the year 1301 to the year 13,90,9
The case lasted from the year 1269 to the year 12,The case lasted from the year 1201 to the year 12,69,6
The fall lasted from the year 1733 to the year 17,The fall lasted from the year 1701 to the year 17,33,3
The quest lasted from the year 1110 to the year 11,The quest lasted from the year 1101 to the year 11,10,1
The fall lasted from the year 1236 to the year 12,The fall lasted from the year 1201 to the year 12,36,3
The contract lasted from the year 1550 to the year 15,The contract lasted from the year 1501 to the year 15,50,5
The quest lasted from the year 1646 to the year 16,The quest lasted from the year 1601 to the year 16,46,4
The riot lasted from the year 1615 to the year 16,The riot lasted from the year 1601 to the year 16,15,1
The process lasted from the year 1604 to the year 16,The process lasted from the year 1601 to the year 16,4,0
The rise lasted from the year 1137 to the year 11,The rise lasted from the year 1101 to the year 11,37,3
The contact lasted from the year 1782 to the year 17,The contact lasted from the year 1701 to the year 17,82,8
The study lasted from the year 1531 to the year 15,The study lasted from the year 1501 to the year 15,31,3
The growth lasted from the year 1559 to the year 15,The growth lasted from the year 1501 to the year 15,59,5
The quest lasted from the year 1220 to the year 12,The quest lasted from the year 1201 to the year 12,20,2
The marriage lasted from the year 1795 to the year 17,The marriage lasted from the year 1701 to the year 17,95,9
The testing lasted from the year 1774 to the year 17,The testing lasted from the year 1701 to the year 17,74,7
The fall lasted from the year 1750 to the year 17,The fall lasted from the year 1701 to the year 17,50,5
The marriage lasted from the year 1448 to the year 14,The marriage lasted from the year 1401 to the year 14,48,4
The shift lasted from the year 1264 to the year 12,The shift lasted from the year 1201 to the year 12,64,6
The work lasted from the year 1560 to the year 15,The work lasted from the year 1501 to the year 15,60,6
The progress lasted from the year 1623 to the year 16,The progress lasted from the year 1601 to the year 16,23,2
The fall lasted from the year 1138 to the year 11,The fall lasted from the year 1101 to the year 11,38,3
The campaign lasted from the year 1146 to the year 11,The campaign lasted from the year 1101 to the year 11,46,4
The trip lasted from the year 1758 to the year 17,The trip lasted from the year 1701 to the year 17,58,5
The development lasted from the year 1528 to the year 15,The development lasted from the year 1501 to the year 15,28,2
The marriage lasted from the year 1219 to the year 12,The marriage lasted from the year 1201 to the year 12,19,1
The progress lasted from the year 1343 to the year 13,The progress lasted from the year 1301 to the year 13,43,4
