clean,corrupted,correct_answer,correct_idx,incorrect_answer,incorrect_idx,template_idx,template_text,template_label,variant_idx,quote_style
"def convert_to_set(activity):
    start, end = activity.split(""-","def convert_to_set(activity):
    start, end = activity.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,0,double
"print(""Planned Worker Usage.",print('Planned Worker Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,31,double
    audit_label = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    audit_label = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,15,single
"for vertex in row_data:
    for cell in vertex:
        if(cell == ()):
            print(""No cell at the current iteration","for vertex in row_data:
    for cell in vertex:
        if(cell == ()):
            print('No cell at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,11,double
"  print(""Distance from entry.",  print('Distance from entry.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,5,double
"    trace_token = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    trace_token = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,26,double
"print(""Optimized Worker Usage.",print('Optimized Worker Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,1,double
    event_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    event_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,33,single
raise ValueError('Corrupted encoded data,"raise ValueError(""Corrupted encoded data",'),956,""")",1644,6,raise ValueError('[ERROR_TEXT],raise_error_s,30,single
project = Project('Project J,"project = Project(""Project J",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,9,single
print('Optimized Solver Usage.,"print(""Optimized Solver Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,9,single
"raise ValueError(""Broken archive chunk",raise ValueError('Broken archive chunk,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,29,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    values.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    values.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,10,single
"print(""Optimized Agent Usage.",print('Optimized Agent Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,4,double
clear_grid('canvas_file.txt,"clear_grid(""canvas_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,7,single
print('Balanced Solver Usage.,"print(""Balanced Solver Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,19,single
"if graph_broken:
    print('There is no topological sort, the graph has a cycle","if graph_broken:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,17,single
"              print(""no more silent peers",              print('no more silent peers,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,18,double
"print(""Output Question 3.",print('Output Question 3.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,2,double
raise ValueError('Invalid state dump,"raise ValueError(""Invalid state dump",'),956,""")",1644,6,raise ValueError('[ERROR_TEXT],raise_error_s,8,single
"def main():
    tree = gt.tx_graph()
    tree.read_data('network_data.csv","def main():
    tree = gt.tx_graph()
    tree.read_data(""network_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,22,single
"print(""Tracked Agent Usage.",print('Tracked Agent Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,24,double
"for answer in solution_set:
    if len(answer) == 0:
        print(""invalid","for answer in solution_set:
    if len(answer) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,10,double
print('Optimized Device Usage.,"print(""Optimized Device Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,7,single
"print(""Tracked Device Usage.",print('Tracked Device Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,27,double
"if has_issue:
    print('There is no topological sort, the graph has a cycle","if has_issue:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,3,single
"for match in plan_list:
    if len(match) == 0:
        print(""invalid","for match in plan_list:
    if len(match) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,36,double
clear_canvas('panel_file.txt,"clear_canvas(""panel_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,23,single
"  print(""Distance from anchor.",  print('Distance from anchor.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,7,double
"for vertex in route_data:
    for point in vertex:
        if(point == ()):
            print('No point at the current iteration","for vertex in route_data:
    for point in vertex:
        if(point == ()):
            print(""No point at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,24,single
"def main():
    graph = gt.tx_graph()
    graph.read_data(""bigger_data.csv","def main():
    graph = gt.tx_graph()
    graph.read_data('bigger_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,0,double
print('Check Question 4.,"print(""Check Question 4.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,33,single
"print(""Optimized Solver Usage.",print('Optimized Solver Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,9,double
              print('no more orphaned tasks,"              print(""no more orphaned tasks",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,29,single
print('Prompt Query 1.,"print(""Prompt Query 1.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,28,single
print('Prompt Question 1.,"print(""Prompt Question 1.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,20,single
"for vertex in segment_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration","for vertex in segment_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,30,double
clear_layout('canvas_file.txt,"clear_layout(""canvas_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,37,single
print('Optimized Sensor Usage.,"print(""Optimized Sensor Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,2,single
"def convert_to_set(interval):
    start, end = interval.split('-","def convert_to_set(interval):
    start, end = interval.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,32,single
              print('no more frozen workers,"              print(""no more frozen workers",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,19,single
"print(""Planned Agent Usage.",print('Planned Agent Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,34,double
"if link_missing:
    print(""There is no topological sort, the graph has a cycle","if link_missing:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,26,double
"for solution in result_queue:
    if len(solution) == 0:
        print('invalid","for solution in result_queue:
    if len(solution) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,4,single
  print('Path from base.,"  print(""Path from base.",'),956,""")",1644,1,  print('[PRINT_TEXT],print_stmt_1_s,29,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    packets.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    packets.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,14,single
"if task_stalled:
    print('There is no topological sort, the graph has a cycle","if task_stalled:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,35,single
"raise ValueError(""Malformed state dump",raise ValueError('Malformed state dump,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,18,double
clear_grid('grid_file.txt,"clear_grid(""grid_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,1,single
"              print(""no more blocked entries",              print('no more blocked entries,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,6,double
"def convert_to_set(interval):
    left, end = interval.split(""-","def convert_to_set(interval):
    left, end = interval.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,36,double
"if reset_needed:
    print('There is no topological sort, the graph has a cycle","if reset_needed:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,15,single
"clear_board(""buffer_file.txt",clear_board('buffer_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,16,double
"if degree not in range(3, ports-1):
    print(""Degree should be in the range [3, ports-1]","if degree not in range(3, ports-1):
    print('Degree should be in the range [3, ports-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,23,double
"if degree not in range(3, lines-1):
    print(""Degree should be in the range [3, lines-1]","if degree not in range(3, lines-1):
    print('Degree should be in the range [3, lines-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,18,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    windows.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    windows.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,35,single
"for solution in match_list:
    if len(solution) == 0:
        print('invalid","for solution in match_list:
    if len(solution) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,3,single
"for vertex in group_data:
    for point in vertex:
        if(point == ()):
            print('No point at the current iteration","for vertex in group_data:
    for point in vertex:
        if(point == ()):
            print(""No point at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,32,single
workspace = Project('Project F,"workspace = Project(""Project F",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,15,single
"if solver_stuck:
    print(""There is no topological sort, the graph has a cycle","if solver_stuck:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,32,double
"if degree not in range(3, count-1):
    print(""Degree should be in the range [3, count-1]","if degree not in range(3, count-1):
    print('Degree should be in the range [3, count-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,2,double
"if degree not in range(3, nodes-1):
    print('Degree should be in the range [3, nodes-1]","if degree not in range(3, nodes-1):
    print(""Degree should be in the range [3, nodes-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,9,single
"for vertex in segment_data:
    for entry in vertex:
        if(entry == ()):
            print('No entry at the current iteration","for vertex in segment_data:
    for entry in vertex:
        if(entry == ()):
            print(""No entry at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,29,single
"              print(""no more stalled updates",              print('no more stalled updates,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,22,double
    clock_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    clock_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,9,single
"def main():
    graph = gt.tx_graph()
    graph.read_data(""network_data.csv","def main():
    graph = gt.tx_graph()
    graph.read_data('network_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,2,double
"for answer in result_queue:
    if len(answer) == 0:
        print('invalid","for answer in result_queue:
    if len(answer) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,14,single
"         if alt < score_map.get(node, float('inf","         if alt < score_map.get(node, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,36,single
"def main():
    network = gt.tx_graph()
    network.read_data('graph_data.csv","def main():
    network = gt.tx_graph()
    network.read_data(""graph_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,11,single
"if degree not in range(3, edges-1):
    print('Degree should be in the range [3, edges-1]","if degree not in range(3, edges-1):
    print(""Degree should be in the range [3, edges-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,10,single
