clean,corrupted,colon_newline,template_idx,template_text,template_label,variant_idx,branch_style
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, trail)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, trail)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,21,else
"if end is None:
    goal = (rows-1, cols-1)
elif","if end is None:
    goal = (rows-1, cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,6,elif
"if strategy == 'bfs':
    return bfs(start, visited, target_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, target_test, outgoing)
else","if strategy == 'bfs':
    return bfs(start, visited, target_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, target_test, outgoing)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,13,else
"if character in string:
    left, second = string.split(character, 1)
else","if character in string:
    left, second = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,7,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{token}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{token}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,38,else
"if character in string:
    left, rhs = string.split(character, 1)
elif","if character in string:
    left, rhs = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,1,elif
"if character in string:
    prefix, suffix = string.split(character, 1)
else","if character in string:
    prefix, suffix = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,18,else
"if (nums <= 30):
    return walk_path(size, count)
else","if (nums <= 30):
    return walk_path(size, count)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,18,else
"if character in string:
    lhs, suffix = string.split(character, 1)
elif","if character in string:
    lhs, suffix = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,10,elif
"if room_num:
    set_parameter(board_instance, room_param, slot_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, room_param, slot_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,11,elif
"if root_id not in family_stats:
    family_stats[root_id] = (area, node_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (area, node_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,4,else
"if root_id not in family_stats:
    family_stats[root_id] = (zone, household_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (zone, household_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,8,elif
"if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = right_turn
else","if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = right_turn
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,25,else
"if strategy == 'bfs':
    return bfs(start, visited, done_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, steps)
else","if strategy == 'bfs':
    return bfs(start, visited, done_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, steps)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,24,else
"if room_num:
    set_parameter(board_instance, target_param, slot_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, target_param, slot_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,27,else
"if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = forward_step
else","if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = forward_step
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,16,else
"if eval(problem) == reply:
    print(""ok"")
elif","if eval(problem) == reply:
    print(""ok"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,10,elif
"if label_counts[candidate.topic] >= target_size:
    carry_nodes.append(candidate)
else","if label_counts[candidate.topic] >= target_size:
    carry_nodes.append(candidate)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,11,else
"if time > stored_time:
    offset_time = stored_time + 1
else","if time > stored_time:
    offset_time = stored_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,34,else
"if data[index] < value:
    result = index
    start = index + 1
else","if data[index] < value:
    result = index
    start = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,1,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, cursor)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, cursor)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,20,elif
"if (nums <= 15):
    return reduce_score(total, value)
else","if (nums <= 15):
    return reduce_score(total, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,2,else
"if strategy == 'bfs':
    return bfs(start, visited, hit_goal, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, outgoing)
else","if strategy == 'bfs':
    return bfs(start, visited, hit_goal, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, outgoing)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,18,else
"if root_id not in family_stats:
    family_stats[root_id] = (size, sample_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (size, sample_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,27,elif
"if room_num:
    set_parameter(board_instance, room_param, board_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, room_param, board_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,14,elif
"if label_counts[entry.topic] >= target_size:
    redistribute_nodes.append(entry)
elif","if label_counts[entry.topic] >= target_size:
    redistribute_nodes.append(entry)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,2,elif
"if room_num:
    set_parameter(board_instance, room_param, room_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, room_param, room_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,8,elif
"if time > stored_time:
    entry_time = stored_time + 1
elif","if time > stored_time:
    entry_time = stored_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,38,elif
"if room_num:
    set_parameter(board_instance, field_param, panel_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, field_param, panel_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,21,else
"if data[index] < value:
    result = index
    start = index + 1
elif","if data[index] < value:
    result = index
    start = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,1,elif
"if result:
    cache = result
    return result
else","if result:
    cache = result
    return result
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,0,else
"if strategy == 'bfs':
    return bfs(start, visited, goal_test, neighbors)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, neighbors)
else","if strategy == 'bfs':
    return bfs(start, visited, goal_test, neighbors)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, neighbors)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,1,else
"if room_num:
    set_parameter(board_instance, room_param, slot_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, room_param, slot_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,11,else
"if (count <= 15):
    return reduce_score(total, value)
elif","if (count <= 15):
    return reduce_score(total, value)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,27,elif
"if arr[y][w] == off_cell:
    arr[y][w] = 1
else","if arr[y][w] == off_cell:
    arr[y][w] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,38,else
"if (nums <= 30):
    return rank_nodes(value, total)
else","if (nums <= 30):
    return rank_nodes(value, total)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,19,else
"if root_id not in family_stats:
    family_stats[root_id] = (span, hit_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (span, hit_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,22,elif
"if isl_constraint.is_equality():
    return solver_expr == -factors['1']
else","if isl_constraint.is_equality():
    return solver_expr == -factors['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,18,else
"if label_counts[candidate.topic] >= target_size:
    retry_nodes.append(candidate)
else","if label_counts[candidate.topic] >= target_size:
    retry_nodes.append(candidate)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,27,else
"if eval(problem) == check:
    print(""passed"")
elif","if eval(problem) == check:
    print(""passed"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,38,elif
"if isl_constraint.is_equality():
    return expr_total == -terms['1']
else","if isl_constraint.is_equality():
    return expr_total == -terms['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,11,else
"if isl_constraint.is_equality():
    return constraint_sum == -factors['1']
else","if isl_constraint.is_equality():
    return constraint_sum == -factors['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,26,else
"if (count <= 20):
    return solver(count, total)
else","if (count <= 20):
    return solver(count, total)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,31,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{partner},{item}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{partner},{item}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,17,elif
"if eval(problem) == target:
    print(""passed"")
else","if eval(problem) == target:
    print(""passed"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,18,else
"if end is None:
    goal = (self.num_rows-1, self.num_cols-1)
elif","if end is None:
    goal = (self.num_rows-1, self.num_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,0,elif
"if label_counts[packet.topic] >= target_size:
    retry_nodes.append(packet)
elif","if label_counts[packet.topic] >= target_size:
    retry_nodes.append(packet)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,31,elif
"if time > last_seen:
    resume_time = last_seen + 1
else","if time > last_seen:
    resume_time = last_seen + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,15,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{node}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{node}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,11,elif
"if eval(problem) == guess:
    print(""ok"")
elif","if eval(problem) == guess:
    print(""ok"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,5,elif
"if time > last_time:
    offset_time = last_time + 1
elif","if time > last_time:
    offset_time = last_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,26,elif
"if label_counts[item.topic] >= target_size:
    redistribute_nodes.append(item)
elif","if label_counts[item.topic] >= target_size:
    redistribute_nodes.append(item)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,1,elif
"if time > stored_time:
    begin_at = stored_time + 1
else","if time > stored_time:
    begin_at = stored_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,33,else
"if isl_constraint.is_equality():
    return constraint_sum == -sizes['1']
else","if isl_constraint.is_equality():
    return constraint_sum == -sizes['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,30,else
"if strategy == 'bfs':
    return bfs(start, visited, is_goal, steps)
elif strategy == 'dfs':
    return dfs(start, visited, is_goal, steps)
else","if strategy == 'bfs':
    return bfs(start, visited, is_goal, steps)
elif strategy == 'dfs':
    return dfs(start, visited, is_goal, steps)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,9,else
"if label_counts[item.topic] >= target_size:
    carry_nodes.append(item)
else","if label_counts[item.topic] >= target_size:
    carry_nodes.append(item)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,9,else
"if isl_constraint.is_equality():
    return constraint_sum == -coefs['1']
elif","if isl_constraint.is_equality():
    return constraint_sum == -coefs['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,29,elif
"if character in string:
    lhs, suffix = string.split(character, 1)
else","if character in string:
    lhs, suffix = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,10,else
"if label_counts[record.topic] >= target_size:
    redistribute_nodes.append(record)
elif","if label_counts[record.topic] >= target_size:
    redistribute_nodes.append(record)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,4,elif
"if root_id not in family_stats:
    family_stats[root_id] = (area, unit_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (area, unit_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,7,else
